Word	AFINN	freq	avg_AFINN	sd_AFINN
bati	-1	293	-0.974	1.913
bau	0	49	-0.177	1.183
bav	2	2	1.640	0.000
bavarski	1	39	1.145	1.816
baza	0	65	0.103	2.128
bazen	0	102	0.324	2.118
bazenski	1	10	1.015	1.587
bazičen	0	47	-0.199	1.705
bazirati	1	3	1.223	1.443
bazooka	4	3	3.723	0.722
bazuka	-2	2	-2.110	0.000
bb	0	9	-0.485	1.957
bdeti	0	15	0.334	1.605
bdp	-1	1054	-0.572	2.156
be	1	3	1.223	1.443
beatifikacija	2	6	1.890	1.369
beatles	0	1	0.390	0.000
beba	0	1	0.390	0.000
beda	-2	5	-1.610	1.896
bedak	-5	1	-4.610	0.000
bedarija	-2	6	-1.902	1.229
beden	-2	1	-2.110	0.000
bedeti	0	5	0.390	0.000
beg	-1	31	-1.132	1.813
beganje	-2	1	-2.110	0.000
begati	-2	2	-2.110	0.000
begosumen	2	2	1.640	1.768
begosumnost	-2	3	-1.693	1.909
begunec	0	13	-0.292	1.517
begunje	-1	12	-1.087	1.348
begunjski	1	14	0.747	1.912
bejzbolski	-3	1	-3.360	0.000
beka	-2	1	-2.110	0.000
bel	0	217	0.259	2.312
bela	0	1	0.390	0.000
belčev	3	4	3.202	0.625
belec	3	2	2.890	0.000
beleženje	-1	4	-0.860	1.443
beležiti	0	436	0.144	2.709
beležka	2	1	2.057	0.000
belgijec	0	21	0.350	1.284
belgijski	0	108	0.267	1.538
belič	0	4	-0.235	2.394
belilen	3	2	2.890	0.000
belilo	0	4	0.390	0.000
belina	0	2	0.390	0.000
belinka	-1	9	-1.016	1.239
beliti	0	5	0.390	0.000
beljakovina	0	1	0.390	0.000
beljenje	1	11	0.617	1.752
belogardist	-2	1	-2.110	0.000
belokranjski	0	14	0.152	2.310
belopolt	4	1	4.140	0.000
beloruski	1	15	0.807	1.870
belo...	1	50	0.580	2.102
beluš	0	1	0.390	0.000
belvedere	-1	1	-0.860	0.000
ben	1	54	0.652	1.640
bencin	0	561	-0.249	2.415
bencinar	1	14	1.253	1.271
bencinov	0	4	-0.235	2.165
bencinski	1	124	0.569	2.403
bend	0	2	0.390	3.536
benefit	-1	2	-1.485	0.884
beneluški	-1	1	-0.860	0.000
beneški	-3	4	-2.735	2.394
benica	-3	1	-3.360	0.000
benigen	-2	1	-2.110	0.000
benjamin	2	6	2.265	1.531
bentiti	-2	2	-2.110	0.000
benzov	-2	2	-2.110	0.000
benzo...	-2	2	-2.110	0.000
benz...	2	11	1.918	2.917
beograjski	1	54	0.594	2.974
ber	2	1	1.640	0.000
berač	-2	1	-2.110	0.000
beraški	-1	2	-0.860	1.768
beravs	3	1	2.890	0.000
bera	1	4	1.328	1.875
bergla	3	1	2.890	0.000
berlin	1	100	0.569	1.854
berlinski	0	3	-0.027	0.722
bernardin	1	47	0.904	1.866
bernik	0	1	0.390	0.000
bernski	0	1	0.390	0.000
berta	3	1	2.890	0.000
berus	-1	2	-0.860	1.768
bes	-2	3	-2.110	2.500
beseda	0	2810	-0.025	1.807
beseden	0	10	-0.152	1.843
besedica	-1	3	-1.277	1.443
besedilo	0	85	0.054	1.561
besednjak	0	5	-0.360	1.118
besen	-1	3	-1.277	3.819
besneti	-1	1	-1.277	0.000
bešter	0	10	0.265	1.608
bet	0	3	0.390	2.500
beta	0	6	-0.027	1.882
betaverzija	0	1	0.390	0.000
betin	1	4	0.807	3.608
beton	1	21	1.461	2.175
betonarna	0	12	0.355	2.135
betoniranje	0	3	-0.027	1.909
betonirati	-1	2	-1.485	0.884
betonski	1	33	0.637	2.770
bevk	1	8	0.807	1.606
bevški	-2	2	-2.110	0.000
bezjak	1	17	0.586	0.921
bež	1	5	0.890	1.118
bežanje	-3	1	-3.360	0.000
bežati	-1	20	-0.985	1.854
bežeč	5	1	5.390	0.000
bežigrad	0	40	-0.246	1.942
bežigrajski	2	6	2.057	1.021
bia	2	6	1.640	1.369
bianchi	-1	1	-0.860	0.000
bibavica	-2	2	-2.110	0.000
biblija	2	6	1.640	2.092
biblijski	0	3	-0.027	2.602
bič	-2	1	-2.110	0.000
biček	1	3	1.223	0.722
bičen	-1	1	-0.860	0.000
bider	4	1	4.140	0.000
big	0	43	0.438	1.237
bigec	1	7	1.461	1.336
big band	2	2	2.265	2.652
bik	2	11	1.890	1.291
bikar	0	2	0.390	0.000
bike	3	1	2.890	0.000
bikoborba	0	1	0.390	0.000
bikov	0	1	0.390	0.000
bikovski	1	22	0.845	1.505
bilanca	0	286	-0.257	1.823
bilančen	1	343	0.625	2.069
bilateralen	0	15	0.418	1.571
bilijard	0	1	0.390	0.000
bilijon	0	29	-0.243	2.108
biljard	2	6	2.057	1.514
biljarden	0	1	0.390	0.000
bilje	2	2	1.640	1.768
bilka	1	8	0.807	2.450
bilobil	3	2	2.890	0.000
bilten	-1	7	-1.217	1.725
bine	0	58	-0.314	1.381
bio	1	12	0.882	1.535
bioaktiven	0	1	0.390	0.000
biodizel	2	2	1.640	1.768
bioenergijski	3	1	2.890	0.000
biofilter	3	1	2.890	0.000
biogen	-1	1	-0.860	0.000
biografija	1	5	1.390	1.369
bioinženiring	2	1	1.640	0.000
biokemija	3	1	2.890	0.000
biolog	1	2	1.015	4.419
biologija	2	9	1.640	2.253
biologinja	-3	1	-3.360	0.000
biološki	1	31	0.515	2.259
biomasa	2	14	1.729	1.928
biomasen	3	1	2.890	0.000
biomedicina	3	1	2.890	0.000
biomedicinski	3	1	2.890	0.000
biometričen	1	5	1.015	1.250
biometrija	0	2	0.390	0.000
bionika	2	1	1.640	0.000
bioplin	2	8	2.421	0.930
bioplinarna	-1	7	-0.503	2.573
bioplinski	1	4	1.015	2.394
biorazgradljiv	0	5	0.390	2.500
biosfera	-1	2	-0.860	1.768
biosistemski	-2	1	-2.110	0.000
biotehniški	0	13	-0.283	2.017
biotehnologija	0	5	0.390	2.932
biotehnološki	1	8	1.484	2.053
biotski	0	3	-0.443	2.602
biovarnosten	3	2	2.890	0.000
bio...	1	174	0.951	2.090
bipartiten	0	1	0.390	0.000
birma	-2	2	-2.110	3.536
birmati	3	1	2.890	0.000
biro	0	12	0.321	1.862
birokracija	-1	23	-0.951	1.825
birokrat	-1	11	-1.315	2.390
birokratizem	-2	1	-2.110	0.000
birokratski	-1	26	-0.732	1.907
birosistem	2	2	1.848	1.473
birr	-1	4	-1.172	1.995
birsa	-1	11	-0.860	3.354
bis	-1	18	-0.953	0.943
biseksualnost	3	1	2.890	0.000
biser	2	15	1.670	1.985
biserka	0	5	0.390	1.768
bister	1	2	1.015	2.652
bistrica	0	54	0.132	1.979
bistriški	-1	9	-0.536	3.025
bistro	-1	1	-0.860	0.000
bistrost	3	1	2.890	0.000
bistven	0	159	0.035	1.857
bistvo	0	63	-0.218	2.066
bis...	0	878	-0.069	1.941
bit	0	3	0.390	2.500
biten	-1	2	-1.277	0.589
biti	0	257955	-0.049	2.043
bitje	1	6	0.807	2.327
bitka	0	38	-0.465	2.078
bitum	0	1	-0.443	0.000
bitumenski	2	5	1.890	1.369
bituminozen	2	1	1.640	0.000
biturbo	0	1	0.390	0.000
bivajoč	-2	1	-2.110	0.000
bivakiranje	-1	2	-0.860	1.768
bivakirati	-2	1	-2.110	0.000
bivalen	0	25	0.323	2.715
bivališče	0	21	-0.402	2.440
bivalnik	0	1	0.390	0.000
bivanje	1	66	0.686	2.241
bivanjski	0	1	0.390	0.000
bivati	-1	40	-0.739	2.107
bivolji	-1	1	-0.860	0.000
bivši	-1	200	-0.586	1.868
bizaren	-1	10	-0.610	1.061
bizarnost	0	1	0.390	0.000
bizeljski	-1	2	-0.860	1.768
bizi	-1	2	-0.860	0.000
biznis	0	18	0.390	1.422
bi...	0	260931	-0.049	2.042
bk	-2	3	-2.110	1.768
blag	0	30	-0.249	1.866
blagajna	0	231	-0.363	1.897
blagajničarka	1	2	1.015	0.884
blagajnik	0	3	0.473	1.127
blagajniški	1	9	0.546	1.941
blaginja	1	38	0.504	2.028
blago	0	386	0.153	2.195
blagodejen	2	3	1.640	0.000
blagodejno	1	3	1.223	0.722
blagor	2	1	1.640	0.000
blagoslavljanje	0	2	0.390	0.000
blagoslov	2	22	1.578	1.595
blagosloviti	1	3	1.223	1.443
blagostanje	1	4	1.015	1.250
blagoven	1	468	1.033	2.034
blagovnica	0	6	-0.360	1.677
blago...	1	905	0.666	2.125
blamaža	-1	4	-0.964	1.334
blamirati	-2	1	-2.110	0.000
blaten	0	1	0.390	0.000
blatenje	-1	7	-1.217	2.004
blatiti	-2	7	-2.170	0.610
blatnik	-1	15	-1.158	2.108
blato	-1	11	-0.898	2.095
blazina	-1	28	-1.177	2.647
blažen	2	5	2.473	0.589
blaženje	1	9	0.668	2.560
blaženka	0	1	0.390	0.000
blažič	0	15	-0.414	2.481
blažilec	0	3	-0.443	0.722
blažilen	1	2	1.015	0.884
blažitev	0	19	0.205	2.418
blažiti	0	17	-0.272	1.988
bled	1	130	1.056	2.137
bledež	3	4	3.307	0.722
blef	1	2	1.015	2.652
blefiranje	-2	1	-2.110	0.000
blejski	1	48	0.631	1.860
blesteti	2	14	1.878	1.952
bleščanje	-1	2	-1.485	0.884
bleščav	3	1	2.890	0.000
bleščeč	0	12	-0.304	2.872
bleščica	0	2	-0.235	0.884
bliskavica	2	1	1.640	0.000
bliskovit	2	3	1.640	1.250
blišč	0	5	-0.360	2.271
blitz	-1	3	-0.860	1.250
blizek	0	42	0.441	1.432
blizu	0	348	0.096	1.915
blizzard	4	1	4.140	0.000
bližajoč	0	12	0.480	1.400
bližanje	-1	1	-0.860	0.000
bližati	0	39	-0.155	2.430
bližati	0	39	-0.155	2.430
bližina	0	137	0.153	2.412
bližinski	-2	1	-2.110	0.000
bližnjevzhoden	0	6	-0.027	2.814
bližnji	0	139	0.470	2.258
bližnjica	-1	9	-0.999	1.705
bloditi	-5	1	-4.610	0.000
blog	1	32	0.598	2.026
blok	0	300	-0.175	1.609
blokada	-1	116	-0.551	1.986
blokiranje	-2	3	-1.693	1.909
blokirati	-1	61	-1.024	1.657
blokovski	2	2	1.640	1.768
bloški	0	2	0.390	3.536
bluza	0	1	0.390	0.000
bo	1	3	0.723	0.577
bob	0	27	-0.178	1.270
boben	2	18	2.140	2.206
bobnar	1	2	1.015	0.884
bobneti	-5	1	-4.610	0.000
bobnič	-2	1	-2.110	0.000
bobničen	-2	1	-2.110	0.000
bobo	1	65	0.678	1.411
bobov	0	1	0.390	0.000
bobovec	-3	2	-2.735	0.884
bobovnik	1	3	1.223	3.819
bočen	2	3	1.848	1.473
bodica	2	2	1.640	1.768
bodisi	0	148	-0.350	1.775
bodoč	0	96	0.269	1.838
bodočnost	0	4	0.078	1.875
bodriti	3	1	2.890	0.000
boeing	1	76	0.552	2.405
boeingov	1	11	0.807	1.945
bof	0	1	0.390	0.000
bog	0	32	0.067	2.164
bogastvo	0	56	0.044	2.124
bogat	1	288	0.717	2.008
bogataš	0	33	0.286	1.890
bogatašev	2	1	1.640	0.000
bogatenje	-1	12	-0.964	1.881
bogateti	-1	6	-0.513	2.757
bogatiti	2	2	1.640	1.768
boginja	0	1	0.390	0.000
bogomil	0	2	-0.235	0.884
bogorodica	3	1	2.890	0.000
bogoslovje	0	1	0.390	0.000
bogoslužen	0	2	0.390	0.000
bogoslužje	2	2	1.640	1.768
bogo...	0	71	0.134	1.514
boh	-3	2	-3.360	1.768
bohemski	-2	1	-2.110	0.000
bohinjec	0	5	-0.110	2.739
bohinjka	-1	4	-0.860	2.500
bohinjski	0	62	0.238	2.237
bohoten	-1	1	-0.860	0.000
boj	0	320	0.177	1.951
boja	1	2	1.015	0.884
bojazen	-1	76	-0.713	1.610
bojda	0	3	0.390	2.500
bojec	0	1	0.390	0.000
boječnost	-1	1	-0.860	0.000
bojen	0	29	0.241	1.431
bojevati	1	20	0.640	2.211
bojevati	1	20	0.640	2.211
bojevnik	-1	13	-0.668	2.095
bojišče	0	4	0.390	2.041
bojko	0	1	0.390	0.000
bojkot	-1	17	-1.485	1.443
bojkotirati	-2	6	-2.318	0.510
bok	1	12	0.946	2.243
bokalški	0	1	0.390	0.000
bokat	-1	1	-0.860	0.000
boksar	3	2	2.890	0.000
bokser	0	1	0.390	0.000
bolan	-1	29	-0.815	2.110
bole	-2	9	-1.554	1.233
boleč	-1	31	-0.739	2.050
bolečina	-2	29	-1.950	1.893
bolehati	3	1	2.890	0.000
bolehen	-3	1	-3.360	0.000
boleti	-1	17	-0.517	1.873
bolezen	-1	169	-0.621	2.507
bolezenski	0	8	-0.079	2.908
bolgarski	-1	20	-1.014	1.585
bolha	1	8	1.484	1.941
bolid	3	3	2.890	0.000
bolivar	-1	7	-1.110	2.054
bolj	0	2043	0.118	2.072
boljševik	-2	2	-2.110	0.000
boljševizem	-1	2	-0.860	1.768
bolnica	1	10	0.723	2.727
bolničar	2	1	1.640	0.000
bolnik	0	163	0.310	2.484
bolnikov	0	6	0.182	2.294
bolniški	-1	60	-0.696	1.778
bolnišnica	0	286	-0.176	2.497
bolnišničen	-1	19	-0.641	1.906
bolonjec	-2	1	-2.110	0.000
bolonjski	1	11	0.845	1.011
bolšji	3	1	2.890	0.000
bomba	-2	51	-1.635	2.596
bombardiranje	-1	2	-1.485	4.419
bombardirati	-4	3	-3.777	1.443
bombaž	1	6	1.223	2.700
bombažen	0	8	0.390	2.946
bomben	-1	9	-0.999	2.826
bombica	0	4	0.078	2.135
bombomet	0	1	0.390	0.000
bombon	2	6	1.501	1.169
bombonček	3	1	2.890	0.000
bon	0	48	0.234	2.059
bona	0	8	0.390	2.622
bonbon	-3	1	-3.360	0.000
bonboniera	-1	2	-1.485	2.652
bond	-2	1	-2.110	0.000
bonifika	0	9	-0.235	1.637
boniteta	-1	116	-0.863	1.676
boniteten	-1	823	-0.898	1.684
bonov	3	1	2.890	0.000
bonton	0	1	0.390	0.000
bonus	1	49	1.024	1.981
bonusen	0	1	0.390	0.000
boom	-1	2	-0.860	5.303
bor	-1	20	-0.652	2.280
bora	-1	2	-0.860	1.768
borak	-2	5	-1.798	1.875
borba	-1	7	-0.681	2.331
borben	-2	1	-2.110	0.000
borbenost	3	1	2.890	0.000
bordelski	3	1	2.890	0.000
bordon	-2	1	-2.110	0.000
bore	0	2	-0.235	0.884
borec	0	21	-0.298	1.835
borelioza	0	1	0.390	0.000
boren	0	4	-0.235	3.886
bori	-1	10	-0.610	2.622
boriti	0	113	-0.159	2.261
boriti	0	113	-0.159	2.261
boromejski	3	1	2.890	0.000
borov	-1	20	-1.189	1.710
borovec	-1	2	-0.860	1.768
borovnica	-1	8	-1.381	1.792
borovničar	0	3	-0.443	1.443
borštnikov	3	1	2.890	0.000
borza	0	2332	0.203	2.367
borzen	0	664	-0.046	2.238
borznik	-1	37	-0.595	2.158
borznoposredniški	1	25	0.512	1.182
bos	-2	1	-2.110	0.000
bosanec	-1	7	-1.110	2.726
bosanski	-1	56	-0.695	2.302
bosanskohercegovski	1	2	1.015	2.652
bosti	-1	5	-1.110	3.112
boston	-1	12	-0.652	2.053
bostonski	-1	1	-0.860	0.000
bošnjak	-1	24	-1.258	1.440
bošnjaški	-2	2	-2.110	0.000
boštanj	0	9	0.390	1.863
bot	4	1	4.140	0.000
bota	0	1	0.390	0.000
botaničen	0	1	0.390	0.000
botanik	3	1	2.890	0.000
boter	0	29	0.131	2.250
botra	-3	1	-3.360	0.000
botrovati	-1	44	-1.048	1.887
botrstvo	0	3	-0.443	1.443
bovec	0	32	-0.318	2.219
bovling	1	4	1.015	1.614
bovški	0	21	0.033	2.276
bowling	2	8	2.109	1.326
boy	0	1	0.390	0.000
boza	0	1	0.390	0.000
boža	-2	1	-2.110	0.000
božanstvo	3	1	2.890	0.000
božati	0	1	0.390	0.000
božič	1	69	1.076	2.032
božiček	0	5	0.223	2.678
božičen	2	38	1.708	1.913
božičnica	0	74	0.289	1.982
božičnik	2	4	1.952	2.772
božji	1	14	0.747	1.862
božnik	1	3	0.807	3.608
bp	0	69	0.114	2.839
bracera	0	2	0.390	0.000
brač	0	6	0.182	2.786
brača	3	1	2.890	0.000
bračič	0	3	-0.027	0.722
brada	-1	1	-0.860	0.000
bradač	0	14	-0.175	1.383
bradat	0	1	0.390	0.000
bradlja	2	1	1.640	0.000
brainstorming	3	1	2.890	0.000
bralec	0	177	-0.426	2.267
bralen	4	2	4.140	0.000
bralka	-1	44	-0.947	1.956
bralkin	0	1	0.390	0.000
bralnik	-1	4	-0.548	2.772
braman	-3	1	-3.360	0.000
bran	1	53	0.783	1.529
brancin	3	1	2.890	0.000
branik	0	3	-0.304	0.636
branilec	-1	2	-1.485	0.884
braniti	0	94	-0.175	1.799
branje	1	65	0.572	1.663
branjenje	2	1	1.640	0.000
branka	0	16	-0.469	1.092
branost	-1	23	-0.610	2.131
branža	-1	29	-0.647	2.247
brat	0	76	-0.111	1.898
brati	0	54	0.290	1.755
bratič	3	1	2.890	0.000
bratislavski	-1	2	-1.277	0.589
bratov	-2	3	-1.693	1.443
bratovščina	-3	10	-2.666	1.667
bratranec	0	3	-0.443	1.443
bratski	0	2	0.390	3.536
bravo	4	1	4.140	0.000
brazgotina	-3	1	-3.360	0.000
brazil	0	1	0.390	0.000
brazilski	0	33	0.234	1.860
brbončica	3	2	2.890	0.000
brca	-2	4	-2.110	2.041
brcanje	-2	1	-2.110	0.000
brcati	-5	1	-4.610	0.000
brce	-5	1	-4.610	0.000
brcniti	0	3	-0.027	4.390
brdar	1	4	1.015	0.722
brdo	1	78	0.694	1.550
bre	-2	1	-2.110	0.000
breda	0	44	-0.462	1.872
breg	-1	42	-1.068	1.931
bregar	-1	7	-1.485	1.802
breme	-1	183	-0.566	1.757
bremenitev	0	2	-0.027	4.125
bremeniti	-1	60	-1.409	1.659
bremenski	3	1	2.890	0.000
bren	0	1	0.390	0.000
brenkanje	3	1	2.890	0.000
brenta	0	224	0.407	2.223
breskev	-3	3	-2.527	1.179
breskov	-5	2	-4.610	0.000
brestaniški	0	3	0.390	0.000
brez	-1	2124	-0.686	2.115
breza	2	3	1.640	3.750
brezalkoholen	0	61	-0.443	2.526
brezbrižno	-3	3	-3.360	1.250
brezbrižnost	-2	1	-2.110	0.000
brezcarinski	4	2	4.140	1.768
brezciljnost	-2	1	-2.110	0.000
brezčasen	3	2	2.890	0.000
brezdelje	0	3	0.390	0.000
brezdomec	-1	18	-0.721	2.936
brezdomski	-3	1	-3.360	0.000
brezdomstvo	-3	4	-2.735	3.750
brezdušen	0	1	0.390	0.000
brezglav	0	2	0.390	3.536
brezgotovinski	-2	1	-2.110	0.000
brezhiben	2	16	1.718	1.736
brezhibnost	3	1	2.890	0.000
brezizhoden	-3	6	-2.666	2.135
brezizhodnost	-2	1	-2.110	0.000
brezje	0	13	-0.379	2.137
brezkompromisen	-1	3	-1.277	2.602
brezkompromisno	3	1	2.890	0.000
brezmejen	1	2	1.015	0.884
breznik	0	10	-0.318	2.508
brezno	0	9	0.112	2.052
brezobresten	2	2	1.640	1.768
brezobziren	-3	1	-3.360	0.000
brezobzirno	-2	3	-2.110	2.500
brezovica	0	8	0.182	1.652
brezpapiren	3	1	2.890	0.000
brezperspektivnost	-1	1	-0.860	0.000
brezpiloten	2	1	1.640	0.000
brezplačen	2	218	1.626	2.124
brezplačnik	-1	3	-1.277	1.909
brezplačnost	2	1	1.640	0.000
brezploden	-1	5	-0.943	0.903
brezpogojen	0	11	0.390	1.419
brezposeln	-1	611	-1.475	2.245
brezposelnost	-1	906	-1.416	2.186
brezpraven	0	2	-0.235	0.884
brezpredmeten	-1	24	-1.034	1.438
brezskrben	2	4	1.744	2.621
brezstičen	2	2	1.640	0.000
breztežnost	3	1	2.890	0.000
brezvetrje	0	2	0.390	3.536
brezvladje	-1	3	-0.860	1.250
brezvoljen	0	1	0.390	0.000
brezvoljnost	-2	1	-2.110	0.000
brezzob	0	2	-0.235	0.884
brezzvezen	-1	1	-0.860	0.000
brezžičen	2	13	1.744	1.639
brez...	-1	4318	-0.710	2.285
brežan	0	1	0.390	0.000
brežina	-2	8	-2.289	1.681
brežiški	0	22	-0.265	2.424
brglez	0	13	0.390	0.884
bric	1	6	0.529	2.797
bridek	-2	4	-1.589	0.859
brigada	0	22	0.432	1.746
brigadir	-1	4	-0.548	1.197
brigati	-2	1	-2.110	0.000
brika	1	2	1.015	2.652
brin	1	1	1.223	0.000
brina	2	2	1.640	1.768
brinje	1	4	0.702	0.625
brinovka	-1	7	-1.485	1.311
brionski	0	4	0.390	2.041
bris	0	4	0.390	2.041
brisača	0	3	0.390	4.330
brisačka	2	2	2.265	0.884
brisalec	3	1	2.890	0.000
brisanje	1	6	1.432	1.461
brisati	-2	8	-1.745	1.501
briški	5	1	4.557	0.000
britanski	0	494	-0.222	2.373
briti	-3	2	-3.360	1.768
britof	-2	1	-2.110	0.000
brizgalen	2	2	2.265	0.884
brizgniti	3	1	2.890	0.000
brkič	1	3	1.223	1.443
brkinski	0	1	0.390	0.000
brlek	-2	5	-1.860	0.559
brneti	-1	1	-0.860	0.000
brnica	-1	1	-0.860	0.000
brnik	0	25	0.244	2.569
brniški	1	16	0.859	1.638
brod	0	5	-0.110	2.092
brodec	0	1	0.390	0.000
brodet	2	1	1.640	0.000
brodnik	0	2	0.390	0.000
brodolom	-2	2	-2.110	1.179
broker	0	3	-0.027	2.602
brokerski	-2	1	-2.110	0.000
brokoli	0	2	0.390	0.000
brom	-5	1	-4.610	0.000
bromoform	-5	1	-4.610	0.000
bron	2	2	1.640	1.768
bronast	2	11	1.905	1.385
bronhi	0	2	-0.235	2.652
bronhitis	-5	1	-4.610	0.000
broška	1	2	1.015	0.884
brošura	0	14	0.241	1.530
brozga	0	1	0.390	0.000
brskalnik	1	17	1.346	1.742
brskanje	0	10	-0.235	2.517
brskati	0	10	0.390	2.795
bršljin	0	3	0.390	0.000
bruc	-1	2	-1.485	0.884
bruhanje	-2	7	-2.289	1.125
bruhati	1	3	0.807	2.602
brumen	1	4	0.598	0.417
brunarica	-1	7	-1.217	1.391
bruno	-1	39	-0.636	1.355
brus	-1	2	-0.860	1.768
bruseljčan	2	2	1.640	5.303
bruseljski	0	25	0.036	2.099
brutalen	0	7	0.450	3.285
brutalnost	0	1	0.390	0.000
bruto	0	976	0.001	2.105
brv	1	6	1.432	2.003
brzdanje	1	5	1.140	1.425
brzdati	-1	4	-1.172	1.573
brž	0	1	0.390	0.000
bržčas	0	6	-0.027	2.458
bržkone	0	11	-0.405	2.638
btc	1	25	1.060	2.179
buba	3	3	2.890	0.000
buča	1	3	0.807	3.608
bučen	2	5	1.890	2.236
bučka	0	1	0.390	0.000
bučno	0	1	0.390	0.000
buden	-1	4	-0.548	1.197
budilka	-1	2	-1.068	0.295
budimpeški	0	2	0.390	0.000
budimpeštanski	3	1	2.890	0.000
budističen	3	1	2.890	0.000
buditi	-2	1	-2.110	0.000
budnik	-2	4	-1.798	0.625
budno	0	10	0.182	1.364
budžet	3	1	2.890	0.000
buffet	3	1	2.890	0.000
buick	0	3	0.390	4.507
building	-2	4	-2.110	0.000
bujen	2	3	2.057	1.443
bukareški	3	1	2.890	0.000
bukev	-1	1	-0.860	0.000
bukov	-2	1	-2.110	0.000
bukovec	-2	15	-1.638	2.362
bukovica	0	1	0.390	0.000
bukovje	0	1	0.390	0.000
bukovnik	1	9	0.859	1.326
bukvič	1	3	0.807	1.443
buldožer	-1	1	-0.860	0.000
bulgar	0	1	0.390	0.000
bulimičen	-5	1	-4.610	0.000
bulimija	-2	1	-2.110	0.000
buljiti	3	1	2.890	0.000
bulmastif	-1	16	-0.782	2.014
bulvar	-3	2	-3.360	0.000
bum	2	3	2.307	0.629
bumerang	-2	2	-2.110	0.000
bunda	-2	3	-2.110	0.000
bungalov	2	1	1.640	0.000
bunika	-3	2	-3.360	0.000
bunker	0	6	0.140	2.404
buran	4	1	4.140	0.000
bure	0	2	-0.235	0.884
bureau	-1	4	-0.860	2.500
buren	-1	41	-1.033	1.842
burin	3	4	2.890	0.000
buriti	-1	13	-0.764	1.651
burja	-1	56	-0.528	1.965
burkati	4	1	4.140	0.000
bus	2	4	1.640	1.443
business	1	43	1.106	2.028
but	3	1	2.890	0.000
butalec	2	2	1.640	1.768
butan	1	13	0.932	1.843
butara	-2	5	-2.110	1.976
butičen	1	6	1.015	1.723
butičnost	3	1	2.890	0.000
butik	0	1	0.390	0.000
butler	0	1	0.390	0.000
by	2	8	1.640	1.494
bye	2	1	1.640	0.000
bz	-2	1	-2.110	0.000
c	0	67	0.254	1.840
cadillac	0	3	-0.027	4.390
caf	-1	7	-0.681	1.967
cafe	-5	1	-4.610	0.000
calypso	4	3	3.557	0.577
camorra	-2	3	-2.110	0.000
camp	0	4	0.078	1.197
campari	5	1	5.390	0.000
campin	1	3	0.807	0.722
can	2	4	2.473	0.833
cankar	0	3	-0.027	1.909
canon	2	13	2.089	1.705
cant	-2	1	-2.110	0.000
cap	0	7	0.033	4.190
capljati	-2	1	-2.110	0.000
car	0	7	0.390	1.632
cargo	-1	7	-0.860	2.041
carigrajski	3	1	2.890	0.000
carina	1	42	0.634	1.458
carinarnica	-2	1	-2.110	0.000
carinik	-1	38	-0.750	1.600
carinjenje	-2	1	-2.110	0.000
carinski	1	55	0.543	1.565
carmen	0	3	-0.443	1.443
casino	0	210	-0.466	1.550
catch	0	1	0.390	0.000
catering	2	2	1.640	1.768
ca.	1	171	0.655	3.250
cc	-1	4	-1.277	1.179
cca	-3	1	-3.360	0.000
ccm	-1	1	-0.860	0.000
ce	2	3	2.057	1.443
cedevita	2	2	2.265	0.884
cedilnik	3	1	2.890	0.000
cedilo	0	9	-0.443	2.339
cediti	0	2	-0.443	1.179
cedularen	0	3	-0.027	0.722
cef	0	1	0.390	0.000
cegnar	3	2	2.890	0.000
ceh	-1	7	-1.217	2.249
cehovski	-1	5	-0.610	2.236
cek	-1	3	-1.277	1.443
cekar	-2	1	-2.110	0.000
cekin	1	57	0.880	1.260
cel	0	205	-0.336	2.202
celec	0	1	0.390	0.000
celibat	-2	1	-2.110	0.000
celica	1	22	1.421	1.759
celičen	0	4	-0.235	1.614
celina	1	35	0.902	2.646
celinski	3	5	3.140	0.559
celjski	-1	229	-0.549	2.020
celo	-1	975	-0.582	2.201
celodneven	-1	22	-0.599	1.925
celofan	-1	2	-0.860	1.768
celokupen	-1	1	-0.860	0.000
celoleten	0	21	-0.471	2.382
celomesečen	2	2	1.640	0.000
celonočen	0	1	-0.443	0.000
celosten	2	40	1.629	1.657
celostno	3	2	2.890	1.768
celota	0	564	0.009	1.836
celoten	0	1302	-0.022	2.057
celovečeren	-5	1	-4.610	0.000
celovit	0	131	0.498	1.756
celovitost	1	18	0.714	1.367
celovški	-1	122	-0.671	1.822
celo...	0	3250	-0.174	2.067
celuloza	-1	10	-0.610	1.845
celulozar	0	1	0.390	0.000
celzij	0	92	0.375	2.224
cement	1	15	1.194	2.576
cementarna	4	2	3.515	0.884
cementen	3	2	2.890	0.000
cementninar	3	2	2.890	0.000
cen	-2	1	-2.110	0.000
cena	0	6576	-0.253	1.989
cenen	-1	9	-0.999	2.826
cenenost	3	1	2.890	0.000
cenik	0	43	-0.475	1.712
cenilec	0	26	0.102	1.670
cenilen	2	2	1.640	1.768
cenilka	-2	1	-2.110	0.000
cenitev	0	80	-0.386	1.534
ceniti	1	73	0.778	2.317
cenjen	2	18	1.779	2.051
cenoven	0	142	-0.013	1.860
census	-5	1	-4.610	0.000
cent	0	726	-0.209	2.528
center	1	1132	0.555	2.079
centimeter	-1	75	-0.529	1.978
centimetrski	2	9	2.473	0.884
centrala	0	37	-0.072	1.498
centralen	0	971	0.047	1.727
centralizacija	0	10	-0.235	2.062
centralizem	0	1	0.390	0.000
centraliziranje	0	1	0.390	0.000
centralizirati	1	2	1.328	1.326
